ageRange,industry,annualSalary,addIncome,currency,workCountry,usState,usCity,overallProExp,fieldExp,eduLevel,gender,race,totalCompensation,compUSD
35-44,"Accounting, Banking & Finance",95000,5000.0,USD,USA,California,Sacramento ,5-7,5-7,Master's degree,Woman,White,100000.0,100000.0
45-54,Education (Primary/Secondary),52000,0.0,USD,USA,Missouri,Kansas Citt,21-30,21-30,"Professional degree (MD, JD, etc.)",Woman,White,52000.0,52000.0
25-34,Property or Construction,62500,3000.0,USD,USA,Tennessee,Johnson City,5-7,0-1,Master's degree,Woman,White,65500.0,65500.0
45-54,Education (Higher Education),150000,0.0,USD,USA,Texas,San Antonio,21-30,21-30,PhD,Woman,White,150000.0,150000.0
35-44,Government and Public Administration,84000,0.0,USD,USA,Colorado,Denver-metro,11-20,11-20,Master's degree,Woman,White,84000.0,84000.0
45-54,"Accounting, Banking & Finance",52000,0.0,USD,USA,Georgia,Atlanta ,11-20,11-20,Some college,Woman,"Hispanic, Latino, or Spanish origin",52000.0,52000.0
35-44,Government and Public Administration,94000,0.0,CAD,CANADA,,Regina,8-10,11-20,College degree,Man,White,94000.0,67680.0
55-64,"Accounting, Banking & Finance",62500,0.0,USD,USA,Ohio,Cleveland,21-30,11-20,College degree,Woman,White,62500.0,62500.0
25-34,Oilfield adjacent,52234,0.0,CAD,CANADA,,Edmonton,5-7,2-4,Some college,Woman,White,52234.0,37608.479999999996
55-64,Insurance,60000,18000.0,USD,USA,South Dakota,Sioux falls,21-30,11-20,High School,Woman,White,78000.0,78000.0
35-44,Health care,65000,0.0,USD,USA,Texas,Dallas,11-20,11-20,Master's degree,Woman,White,65000.0,65000.0
35-44,Health care,65520,0.0,USD,USA,Arkansas,Little Rock,11-20,11-20,College degree,Woman,White,65520.0,65520.0
25-34,Property or Construction,47050,3000.0,USD,USA,Illinois,Chicago,2-4,2-4,College degree,Woman,White,50050.0,50050.0
18-24,Education (Higher Education),35000,0.0,USD,USA,"District of Columbia, Washington","Washington, DC",2-4,2-4,College degree,Woman,White,35000.0,35000.0
25-34,Engineering or Manufacturing,120000,20000.0,USD,USA,North Carolina,Raleigh ,8-10,5-7,College degree,Woman,White,140000.0,140000.0
45-54,Engineering or Manufacturing,146000,35000.0,USD,USA,Connecticut,Simsbury,21-30,21-30,College degree,Woman,White,181000.0,181000.0
25-34,"Accounting, Banking & Finance",75000,5500.0,USD,USA,Ohio,Cleveland,5-7,5-7,"Professional degree (MD, JD, etc.)",Woman,White,80500.0,80500.0
35-44,Education (Higher Education),88000,1500.0,USD,USA,Illinois,Tinley Park,11-20,8-10,Master's degree,Woman,White,89500.0,89500.0
55-64,Engineering or Manufacturing,48000,0.0,USD,USA,Oklahoma,Oklahoma City ,31-40,8-10,Some college,Man,White,48000.0,48000.0
25-34,Engineering or Manufacturing,90000,52000.0,USD,USA,Washington,Richland,5-7,5-7,Master's degree,Woman,White,142000.0,142000.0
35-44,Insurance,28000,1000.0,USD,USA,Kentucky,Florence,11-20,2-4,College degree,Woman,White,29000.0,29000.0
55-64,Media & Digital,48000,300.0,USD,USA,Missouri,Lee's Summit ,8-10,11-20,High School,Woman,White,48300.0,48300.0
18-24,"Accounting, Banking & Finance",27000,0.0,GBP,UK,,Newcastle ,2-4,2-4,Master's degree,Woman,White,27000.0,36180.0
25-34,Purchasing,86200,5000.0,USD,USA,Illinois,Chicago ,8-10,8-10,College degree,Woman,White,91200.0,91200.0
18-24,Government and Public Administration,40000,0.0,USD,USA,District of Columbia,D.C.,2-4,2-4,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",40000.0,40000.0
25-34,Computing or Tech,109200,0.0,USD,USA,Ohio,Columbus ,11-20,11-20,College degree,Woman,White,109200.0,109200.0
18-24,Nonprofits,40000,0.0,USD,USA,Texas,Houston,2-4,0-1,College degree,Woman,White,40000.0,40000.0
55-64,"Accounting, Banking & Finance",72000,8000.0,USD,USA,Maine,Portlanf,41+,5-7,Some college,Woman,White,80000.0,80000.0
25-34,Health care,65000,1200.0,USD,USA,California,Modesto ,8-10,2-4,Some college,Woman,White,66200.0,66200.0
35-44,Art & Design,50000,1000.0,USD,USA,Arizona,Tucson,11-20,11-20,Master's degree,Woman,White,51000.0,51000.0
35-44,Health care,325000,180000.0,USD,USA,New York,New York ,11-20,11-20,Master's degree,Woman,Asian or Asian American,505000.0,505000.0
25-34,Health care,53570,0.0,GBP,UK,,Cambridge ,11-20,11-20,College degree,Woman,White,53570.0,71783.8
45-54,Computing or Tech,52000,12000.0,USD,USA,Pennsylvania,Pittsburgh ,21-30,21-30,Some college,Man,Middle Eastern or Northern African,64000.0,64000.0
25-34,Nonprofits,54000,0.0,USD,USA,Massachusetts,Lowell,8-10,8-10,Master's degree,Woman,White,54000.0,54000.0
35-44,Engineering or Manufacturing,144250,0.0,USD,USA,Washington,"Everett, WA",11-20,11-20,College degree,Woman,Asian or Asian American,144250.0,144250.0
35-44,Computing or Tech,115000,40000.0,USD,USA,Colorado,Remote,11-20,2-4,High School,Woman,White,155000.0,155000.0
35-44,Education (Higher Education),97000,0.0,USD,USA,District of Columbia,Washington ,11-20,11-20,College degree,Woman,Asian or Asian American,97000.0,97000.0
35-44,Computing or Tech,116000,3500.0,USD,USA,Massachusetts,Remote near Worcester,21-30,11-20,Master's degree,Woman,White,119500.0,119500.0
25-34,Business or Consulting,102000,30000.0,USD,USA,Washington,Seattle,5-7,5-7,College degree,Woman,White,132000.0,132000.0
25-34,Hospitality & Events,26000,0.0,GBP,UK,,Stratford upon Avon,11-20,8-10,Some college,Man,White,26000.0,34840.0
25-34,"Marketing, Advertising & PR",120000,12000.0,USD,USA,New York,New York City,8-10,8-10,Master's degree,Woman,White,132000.0,132000.0
25-34,Computing or Tech,85000,10000.0,CAD,CANADA,,Edmonton,2-4,2-4,Some college,Man,White,95000.0,68400.0
25-34,"Accounting, Banking & Finance",120000,15000.0,USD,USA,California,San Diego ,5-7,2-4,College degree,Man,White,135000.0,135000.0
25-34,Nonprofits,63000,3000.0,USD,USA,District of Columbia,Washington D.C.,5-7,8-10,College degree,Woman,White,66000.0,66000.0
25-34,Health care,51000,0.0,USD,USA,Washington,Medical Lake,5-7,2-4,College degree,Woman,White,51000.0,51000.0
45-54,"Accounting, Banking & Finance",56000,0.0,USD,USA,Minnesota,Twin cities,21-30,8-10,Some college,Woman,White,56000.0,56000.0
35-44,"Accounting, Banking & Finance",50000,0.0,USD,USA,Illinois,Romeoville ,11-20,5-7,Some college,Woman,White,50000.0,50000.0
35-44,Media & Digital,42000,300.0,USD,USA,Washington,From home for a chicago based company,8-10,5-7,College degree,Woman,White,42300.0,42300.0
18-24,"Accounting, Banking & Finance",53000,0.0,USD,USA,Illinois,Chicago,2-4,2-4,Some college,Man,Black or African American,53000.0,53000.0
35-44,Utilities & Telecommunications,140000,35000.0,USD,USA,Washington,Seattle,11-20,11-20,Master's degree,Woman,White,175000.0,175000.0
25-34,Computing or Tech,172500,0.0,USD,USA,New York,New York City,8-10,2-4,College degree,Woman,White,172500.0,172500.0
35-44,Government and Public Administration,106000,0.0,USD,USA,Wisconsin,Madison,21-30,11-20,Master's degree,Woman,White,106000.0,106000.0
35-44,Biotechnology ,132250,25000.0,USD,USA,Massachusetts,Cambridge ,8-10,8-10,PhD,Woman,White,157250.0,157250.0
35-44,Media & Digital,137000,10000.0,USD,USA,New York,New York,21-30,8-10,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",147000.0,147000.0
35-44,Health care,97000,5000.0,USD,USA,Georgia,Atlanta,11-20,8-10,PhD,Woman,White,102000.0,102000.0
25-34,"Accounting, Banking & Finance",123000,10000.0,USD,USA,Maryland,Bethesda,8-10,8-10,College degree,Woman,White,133000.0,133000.0
25-34,Recruitment or HR,44720,1000.0,USD,USA,Pennsylvania,Jenkintown,8-10,5-7,College degree,Woman,White,45720.0,45720.0
25-34,Computing or Tech,65000,0.0,CAD,CANADA,,Toronto,5-7,2-4,College degree,Man,White,65000.0,46800.0
25-34,Health care,95000,16000.0,USD,USA,Texas,Dallas,8-10,5-7,College degree,Woman,White,111000.0,111000.0
35-44,Engineering or Manufacturing,195000,38000.0,USD,USA,California,San Francisco ,11-20,11-20,College degree,Woman,White,233000.0,233000.0
45-54,Social Work,99000,15000.0,USD,USA,California,Orange ,21-30,21-30,Master's degree,Woman,White,114000.0,114000.0
35-44,Pharmaceutical ,155000,57000.0,USD,USA,Maryland,Home Based,11-20,8-10,College degree,Woman,White,212000.0,212000.0
35-44,"Accounting, Banking & Finance",265000,165000.0,USD,USA,New York,New York City,11-20,11-20,College degree,Man,White,430000.0,430000.0
35-44,Health care,22000,3000.0,GBP,UK,,Belfast,11-20,11-20,College degree,Woman,White,25000.0,33500.0
25-34,Retail,45000,12000.0,USD,USA,Kentucky,Lexington ,5-7,5-7,College degree,Woman,White,57000.0,57000.0
25-34,Education (Primary/Secondary),51000,0.0,USD,USA,Texas,Katy,8-10,8-10,College degree,Woman,White,51000.0,51000.0
25-34,Recruitment or HR,54000,1000.0,USD,USA,Ohio,Columbus,11-20,11-20,Some college,Woman,White,55000.0,55000.0
25-34,Social Work,41607,0.0,GBP,UK,,London,8-10,2-4,College degree,Woman,White,41607.0,55753.380000000005
35-44,Government and Public Administration,78000,0.0,USD,USA,Missouri,Kansas City,21-30,8-10,Some college,Woman,White,78000.0,78000.0
35-44,Recruitment or HR,78625,2500.0,USD,USA,Minnesota,Minneapolis ,21-30,8-10,Master's degree,Woman,White,81125.0,81125.0
25-34,"Accounting, Banking & Finance",21000,1000.0,GBP,UK,,Leeds,2-4,2-4,College degree,Woman,White,22000.0,29480.0
35-44,Law,60000,10000.0,USD,USA,Georgia,Atlanta ,11-20,2-4,College degree,Woman,White,70000.0,70000.0
35-44,Computing or Tech,87000,0.0,USD,USA,Oregon,Portland,21-30,21-30,Some college,Man,"Black or African American, White",87000.0,87000.0
25-34,Transport or Logistics,36322,250.0,USD,USA,Minnesota,Minneapolis,5-7,2-4,College degree,Woman,White,36572.0,36572.0
25-34,"Accounting, Banking & Finance",130000,75000.0,USD,USA,Michigan,Detroit,5-7,5-7,Master's degree,Woman,White,205000.0,205000.0
25-34,Computing or Tech,183000,0.0,USD,USA,New York,New York City,8-10,8-10,College degree,Woman,Asian or Asian American,183000.0,183000.0
35-44,Computing or Tech,140000,0.0,USD,USA,Massachusetts,Waltham,11-20,11-20,College degree,Man,Another option not listed here or prefer not to answer,140000.0,140000.0
35-44,Computing or Tech,100000,7500.0,USD,USA,California,Mountain View,5-7,0-1,College degree,Woman,White,107500.0,107500.0
55-64,Computing or Tech,107000,15000.0,USD,USA,Florida,Fort Lauderdale,31-40,21-30,Some college,Woman,White,122000.0,122000.0
35-44,Retail,65000,2000.0,USD,USA,California,Pollock Pines,11-20,5-7,Some college,Woman,White,67000.0,67000.0
25-34,Publishing,30000,0.0,GBP,UK,,London,8-10,8-10,College degree,Woman,White,30000.0,40200.0
18-24,"Accounting, Banking & Finance",27000,0.0,GBP,UK,,Newcastle upon Tyne,2-4,2-4,College degree,Woman,White,27000.0,36180.0
25-34,Government and Public Administration,73000,1000.0,USD,USA,Nevada,Carson City,5-7,5-7,College degree,Woman,White,74000.0,74000.0
35-44,Computing or Tech,235000,170000.0,USD,USA,Michigan,Full remote position,8-10,5-7,College degree,Man,White,405000.0,405000.0
35-44,Computing or Tech,140000,35000.0,USD,USA,New York,New York ,11-20,5-7,College degree,Woman,White,175000.0,175000.0
45-54,"Marketing, Advertising & PR",140000,28000.0,USD,USA,Minnesota,Plymouth,21-30,21-30,College degree,Woman,White,168000.0,168000.0
25-34,Business or Consulting,60000,0.0,USD,USA,Colorado,Denver ,5-7,2-4,Master's degree,Woman,White,60000.0,60000.0
25-34,Business or Consulting,80000,1000.0,USD,USA,Massachusetts,Springfield,8-10,8-10,College degree,Woman,White,81000.0,81000.0
55-64,"Accounting, Banking & Finance",83000,6000.0,USD,USA,Maryland,Baltimore,21-30,21-30,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",89000.0,89000.0
35-44,Education (Primary/Secondary),52500,0.0,USD,USA,Connecticut,New Haven,11-20,11-20,Master's degree,Woman,White,52500.0,52500.0
35-44,Agriculture or Forestry,55000,0.0,USD,USA,Illinois,Freeport,8-10,5-7,College degree,Woman,White,55000.0,55000.0
35-44,Engineering or Manufacturing,100000,5000.0,USD,USA,,Le Center,11-20,11-20,College degree,Man,White,105000.0,105000.0
25-34,Law,148000,500.0,USD,USA,District of Columbia,Washington,8-10,5-7,"Professional degree (MD, JD, etc.)",Woman,White,148500.0,148500.0
25-34,Recruitment or HR,31000,3000.0,GBP,UK,,London ,11-20,11-20,College degree,Woman,White,34000.0,45560.0
35-44,"Accounting, Banking & Finance",72000,0.0,USD,USA,Iowa,Iowa City,11-20,8-10,College degree,Woman,White,72000.0,72000.0
35-44,Education (Higher Education),70000,0.0,USD,USA,California,Davis,11-20,11-20,College degree,Woman,White,70000.0,70000.0
35-44,Education (Primary/Secondary),34500,0.0,USD,USA,Wisconsin,marshfield,11-20,0-1,College degree,Woman,White,34500.0,34500.0
25-34,Computing or Tech,90000,0.0,USD,USA,Utah,Logan,5-7,8-10,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",90000.0,90000.0
25-34,Utilities & Telecommunications,214800,21480.0,USD,USA,Texas,Houston,11-20,11-20,College degree,Woman,White,236280.0,236280.0
25-34,Computing or Tech,198000,0.0,USD,USA,New York,NYC,8-10,8-10,College degree,Woman,"Black or African American, White",198000.0,198000.0
45-54,"Accounting, Banking & Finance",99000,15000.0,USD,USA,New Jersey,Mount Laurel,21-30,2-4,College degree,Woman,White,114000.0,114000.0
25-34,Education (Higher Education),73000,0.0,CAD,CANADA,,Vancouver ,8-10,5-7,College degree,Woman,White,73000.0,52560.0
45-54,"Accounting, Banking & Finance",54000,5000.0,USD,USA,Indiana,La Porte,11-20,5-7,Some college,Woman,White,59000.0,59000.0
18-24,Computing or Tech,136000,0.0,USD,USA,New York,New York,2-4,2-4,College degree,Woman,Asian or Asian American,136000.0,136000.0
18-24,Art & Design,54000,0.0,USD,USA,Virginia,Ashburn ,2-4,2-4,College degree,Woman,White,54000.0,54000.0
25-34,Nonprofits,51000,0.0,USD,USA,Minnesota,Minneapolis ,11-20,8-10,Master's degree,Woman,White,51000.0,51000.0
35-44,Computing or Tech,78000,0.0,USD,USA,Michigan,Detroit ,11-20,0-1,Master's degree,Woman,White,78000.0,78000.0
35-44,Nonprofits,65000,5000.0,CAD,CANADA,,Toronto,11-20,8-10,College degree,Woman,White,70000.0,50400.0
35-44,Sales,94000,15000.0,USD,USA,Tennessee,Nashville ,11-20,8-10,College degree,Woman,White,109000.0,109000.0
45-54,Government and Public Administration,41000,0.0,USD,USA,Ohio,Undisclosed,5-7,0-1,College degree,Man,White,41000.0,41000.0
25-34,Computing or Tech,49920,10000.0,USD,USA,Massachusetts,Springfield ,8-10,2-4,College degree,Woman,White,59920.0,59920.0
35-44,Education (Higher Education),87000,12000.0,USD,USA,Idaho,Meridian,11-20,11-20,Some college,Woman,White,99000.0,99000.0
45-54,Transport or Logistics,100000,15000.0,USD,USA,Arizona,Phoenix ,21-30,5-7,Some college,Woman,White,115000.0,115000.0
25-34,Nonprofits,51000,0.0,USD,USA,Idaho,Lewiston,5-7,5-7,Master's degree,Woman,White,51000.0,51000.0
45-54,"Accounting, Banking & Finance",75000,300000.0,USD,USA,Washington,Lynnwood ,21-30,21-30,High School,Woman,White,375000.0,375000.0
45-54,"Accounting, Banking & Finance",54000,16000.0,USD,USA,Missouri,Kansas City,21-30,11-20,Some college,Woman,White,70000.0,70000.0
25-34,Recruitment or HR,29000,0.0,USD,USA,Pennsylvania,Wilkes Barre,2-4,2-4,Some college,Woman,White,29000.0,29000.0
25-34,Nonprofits,54000,0.0,USD,USA,Massachusetts,Boston,5-7,2-4,College degree,Woman,White,54000.0,54000.0
35-44,Health care,72000,0.0,USD,USA,Tennessee,Murfreesboro ,21-30,11-20,College degree,Woman,White,72000.0,72000.0
25-34,Health care,78000,3000.0,USD,USA,North Carolina,Wilmington ,5-7,5-7,College degree,Woman,White,81000.0,81000.0
25-34,"Accounting, Banking & Finance",82000,5000.0,USD,USA,Massachusetts,Greater Boston,2-4,2-4,College degree,Woman,White,87000.0,87000.0
25-34,Education (Primary/Secondary),31600,0.0,GBP,UK,,London,5-7,0-1,College degree,Woman,White,31600.0,42344.0
25-34,Entertainment,50000,0.0,USD,USA,New York,New York,5-7,5-7,College degree,Woman,White,50000.0,50000.0
35-44,Education (Higher Education),75000,0.0,USD,USA,Massachusetts,Boston,8-10,5-7,Master's degree,Woman,White,75000.0,75000.0
35-44,Education (Higher Education),60465,0.0,USD,USA,Kansas,Mission,11-20,11-20,College degree,Woman,White,60465.0,60465.0
25-34,Health care,139000,4000.0,USD,USA,Connecticut,Bridgeport,8-10,8-10,"Professional degree (MD, JD, etc.)",Woman,White,143000.0,143000.0
25-34,Health care,98000,2000.0,USD,USA,Minnesota,Minneapolis,8-10,8-10,Master's degree,Woman,White,100000.0,100000.0
25-34,"Accounting, Banking & Finance",43000,2000.0,USD,USA,Texas,Denton,5-7,0-1,College degree,Woman,White,45000.0,45000.0
35-44,Education (Primary/Secondary),52700,1000.0,USD,USA,Louisiana,Zachary,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,53700.0,53700.0
18-24,Computing or Tech,85000,8000.0,USD,USA,New York,New York City,2-4,0-1,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",93000.0,93000.0
35-44,Education (Higher Education),45760,0.0,USD,USA,New Hampshire,Lebanon ,21-30,11-20,Master's degree,Woman,White,45760.0,45760.0
25-34,Insurance,42000,0.0,USD,USA,Louisiana,Lafayette ,8-10,2-4,College degree,Woman,White,42000.0,42000.0
35-44,Medical Device,109000,15000.0,USD,USA,Massachusetts,Marlborough,11-20,11-20,College degree,Woman,White,124000.0,124000.0
45-54,Health care,78000,0.0,USD,USA,Missouri,St Louis,21-30,2-4,Master's degree,Woman,White,78000.0,78000.0
35-44,Computing or Tech,61000,0.0,USD,USA,Virginia,Charlottesville ,11-20,8-10,College degree,Woman,White,61000.0,61000.0
25-34,Engineering or Manufacturing,73000,27000.0,USD,USA,Illinois,Posen,8-10,11-20,Some college,Man,Another option not listed here or prefer not to answer,100000.0,100000.0
35-44,Health care,120000,0.0,USD,USA,Missouri,St. Louis,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,120000.0,120000.0
25-34,"Accounting, Banking & Finance",66000,1500.0,USD,USA,Ohio,Cleveland,8-10,8-10,College degree,Woman,White,67500.0,67500.0
25-34,Recruitment or HR,72000,8000.0,USD,USA,District of Columbia,Washington DC,5-7,2-4,Master's degree,Woman,White,80000.0,80000.0
55-64,Manufacturing,79508,3000.0,USD,USA,Ohio,Dayton,31-40,31-40,College degree,Woman,White,82508.0,82508.0
35-44,Manufacturing ,65000,5000.0,USD,USA,Georgia,Valdosta,2-4,2-4,PhD,Woman,White,70000.0,70000.0
25-34,Computing or Tech,105000,0.0,USD,USA,Colorado,Denver,5-7,0-1,Master's degree,Woman,White,105000.0,105000.0
25-34,Law,63500,0.0,USD,USA,North Carolina,Charlotte ,5-7,5-7,"Professional degree (MD, JD, etc.)",Woman,White,63500.0,63500.0
35-44,Sales,105000,0.0,USD,USA,Massachusetts,,11-20,2-4,Master's degree,Woman,White,105000.0,105000.0
35-44,Business or Consulting,101000,16000.0,USD,USA,Tennessee,Nashville,11-20,11-20,Some college,Woman,White,117000.0,117000.0
25-34,Government and Public Administration,76360,0.0,USD,USA,Virginia,Powhatan,11-20,8-10,College degree,Woman,White,76360.0,76360.0
25-34,Education (Primary/Secondary),48000,0.0,USD,USA,Illinois,Chicago,2-4,2-4,Master's degree,Woman,White,48000.0,48000.0
25-34,Computing or Tech,130000,0.0,USD,USA,California,Palo Alto,8-10,2-4,College degree,Woman,White,130000.0,130000.0
45-54,Retail,36000,0.0,USD,USA,New Hampshire,Hanover ,21-30,21-30,Master's degree,Woman,White,36000.0,36000.0
25-34,Computing or Tech,66000,0.0,USD,USA,Ohio,Cleveland ,2-4,2-4,College degree,Woman,White,66000.0,66000.0
45-54,Health care,45302,0.0,USD,USA,Ohio,Hillsboro ,8-10,8-10,College degree,Woman,White,45302.0,45302.0
25-34,Business or Consulting,85000,5000.0,USD,USA,Pennsylvania,Harrisburg,8-10,2-4,Master's degree,Woman,White,90000.0,90000.0
35-44,"Accounting, Banking & Finance",62500,5000.0,USD,USA,Massachusetts,Springfield ,8-10,5-7,College degree,Woman,White,67500.0,67500.0
25-34,"Leisure, Sport & Tourism",36732,0.0,USD,USA,Pennsylvania,Harrisburg,2-4,2-4,College degree,Woman,White,36732.0,36732.0
45-54,Media & Digital,94000,6000.0,USD,USA,Texas,San Antonio ,21-30,21-30,Master's degree,Woman,White,100000.0,100000.0
35-44,Health care,51000,500.0,GBP,UK,,London,11-20,8-10,Master's degree,Woman,White,51500.0,69010.0
25-34,Aerospace/aviation,76000,0.0,CAD,CANADA,,Montreal,11-20,5-7,College degree,Woman,Asian or Asian American,76000.0,54720.0
25-34,Nonprofits,80000,0.0,USD,USA,Ohio,Columbus,8-10,8-10,College degree,Woman,White,80000.0,80000.0
25-34,Hospitality & Events,38000,3000.0,USD,USA,Florida,Riverview,5-7,5-7,College degree,Woman,White,41000.0,41000.0
25-34,Insurance,57630,300.0,USD,USA,Iowa,Dubuque ,8-10,2-4,Master's degree,Woman,White,57930.0,57930.0
25-34,Health care,39000,0.0,USD,USA,Rhode Island,Middletown,2-4,2-4,College degree,Woman,White,39000.0,39000.0
25-34,Sales,43000,1000.0,USD,USA,New York,Norwich,8-10,5-7,College degree,Woman,White,44000.0,44000.0
25-34,Retail,69500,5000.0,USD,USA,New Jersey,Parsippany ,5-7,5-7,College degree,Woman,White,74500.0,74500.0
35-44,Computing or Tech,102500,7706.0,CAD,CANADA,,Vancouver BC,11-20,11-20,College degree,Woman,"Hispanic, Latino, or Spanish origin",110206.0,79348.31999999999
55-64,Government and Public Administration,87000,0.0,USD,USA,Montana,HELENA,21-30,21-30,College degree,Woman,White,87000.0,87000.0
25-34,Health care,73800,5000.0,USD,USA,Missouri,Saint Louis,11-20,11-20,College degree,Woman,White,78800.0,78800.0
45-54,Engineering or Manufacturing,60000,3000.0,USD,USA,Ohio,Columbus ,21-30,11-20,College degree,Woman,White,63000.0,63000.0
25-34,Health care,54000,0.0,USD,USA,Pennsylvania,Pittsburgh,5-7,0-1,Some college,Woman,White,54000.0,54000.0
55-64,Health care,80000,0.0,CAD,CANADA,,Smithers,5-7,8-10,College degree,Woman,White,80000.0,57600.0
25-34,Biotech/Pharma,130000,25000.0,USD,USA,Massachusetts,Waltham,0-1,0-1,PhD,Man,White,155000.0,155000.0
25-34,Insurance,51000,2700.0,CAD,CANADA,,Halifax ,5-7,0-1,College degree,Woman,White,53700.0,38664.0
55-64,Insurance,61000,5000.0,USD,USA,Missouri,Clayton,21-30,5-7,Master's degree,Woman,White,66000.0,66000.0
25-34,"Marketing, Advertising & PR",40000,0.0,GBP,UK,,Middlesbrough,8-10,8-10,College degree,Woman,White,40000.0,53600.0
25-34,Computing or Tech,136500,44000.0,USD,USA,Georgia,Atlanta,11-20,5-7,Master's degree,Woman,White,180500.0,180500.0
35-44, Buyer,76650,2300.0,USD,USA,Massachusetts,Waltham,11-20,2-4,Some college,Woman,White,78950.0,78950.0
45-54,"Accounting, Banking & Finance",39832,945.0,USD,USA,Montana,Bozeman,21-30,2-4,College degree,Woman,White,40777.0,40777.0
35-44,"Accounting, Banking & Finance",137421,0.0,USD,USA,Virginia,Fairfax,21-30,11-20,Master's degree,Woman,White,137421.0,137421.0
25-34,Insurance,50000,3000.0,USD,USA,Michigan,Southfield,5-7,2-4,College degree,Woman,White,53000.0,53000.0
35-44,Law,60000,0.0,GBP,UK,,Exeter,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,60000.0,80400.0
25-34,Health care,98000,0.0,USD,USA,Connecticut,Bristol ,0-1,5-7,College degree,Woman,White,98000.0,98000.0
35-44,Health care,124800,0.0,USD,USA,Massachusetts,Dedham,11-20,8-10,Master's degree,Woman,White,124800.0,124800.0
35-44,Computing or Tech,223500,0.0,USD,USA,New York,Manhattan,21-30,21-30,High School,Man,White,223500.0,223500.0
25-34,Transport or Logistics,66000,4000.0,USD,USA,Tennessee,Chattanooga,5-7,2-4,College degree,Woman,White,70000.0,70000.0
35-44,"Accounting, Banking & Finance",89000,5000.0,USD,USA,Nebraska,North Platte,11-20,11-20,Master's degree,Woman,White,94000.0,94000.0
25-34,Software Products,115000,0.0,USD,USA,Massachusetts,Boston,5-7,2-4,Master's degree,Woman,Asian or Asian American,115000.0,115000.0
25-34,Government and Public Administration,70500,0.0,CAD,CANADA,,Moncton,8-10,2-4,College degree,Woman,White,70500.0,50760.0
35-44,Health care,175000,30000.0,USD,USA,California,Sacramento ,11-20,11-20,Master's degree,Woman,White,205000.0,205000.0
35-44,Entertainment,36800,5000.0,USD,USA,Missouri,St Louis,8-10,5-7,Some college,Woman,White,41800.0,41800.0
35-44,Computing or Tech,72250,2200.0,USD,USA,Texas,Dallas,11-20,2-4,College degree,Woman,White,74450.0,74450.0
35-44,Health care,48963,0.0,USD,USA,California,Redding,11-20,11-20,High School,Woman,White,48963.0,48963.0
35-44,Recruitment or HR,50668,0.0,USD,USA,Washington,Tukwila,11-20,11-20,College degree,Woman,White,50668.0,50668.0
35-44,Business or Consulting,155000,10000.0,USD,USA,District of Columbia,Washington,11-20,11-20,College degree,Woman,White,165000.0,165000.0
35-44,Research and Development Academia,74500,0.0,USD,USA,Washington,Seattle,11-20,8-10,Master's degree,Woman,White,74500.0,74500.0
25-34,"Accounting, Banking & Finance",56000,5000.0,USD,USA,Iowa,Dubuque ,11-20,5-7,College degree,Woman,White,61000.0,61000.0
35-44,Nonprofits,41500,1000.0,USD,USA,Florida,Ocala ,11-20,11-20,Master's degree,Woman,White,42500.0,42500.0
45-54,Health care,18512,0.0,GBP,UK,,Sunderland ,21-30,5-7,College degree,Woman,White,18512.0,24806.08
45-54,Health care,123000,0.0,USD,USA,Indiana,Indianapolis ,21-30,8-10,Master's degree,Woman,White,123000.0,123000.0
45-54,Education (Higher Education),91000,1200.0,USD,USA,Maine,North of Portland,21-30,21-30,"Professional degree (MD, JD, etc.)",Woman,White,92200.0,92200.0
25-34,Business or Consulting,77000,27000.0,USD,USA,Washington,"Vancouver, WA",8-10,8-10,College degree,Woman,White,104000.0,104000.0
25-34,Education (Higher Education),42000,0.0,USD,USA,Tennessee,Memphis,2-4,0-1,College degree,Woman,White,42000.0,42000.0
35-44,Art & Design,65000,0.0,USD,USA,,Bennington,11-20,8-10,College degree,Woman,White,65000.0,65000.0
55-64,Education (Primary/Secondary),92000,0.0,USD,USA,California,Lake Elsinor,11-20,11-20,Master's degree,Woman,White,92000.0,92000.0
25-34,Transport or Logistics,62000,5000.0,USD,USA,Iowa,Waterloo,5-7,5-7,Some college,Man,White,67000.0,67000.0
35-44,Insurance,109000,5000.0,USD,USA,Minnesota,St Paul ,11-20,11-20,College degree,Woman,White,114000.0,114000.0
25-34,Ministry,42000,0.0,USD,USA,Arkansas,Fayetteville,5-7,5-7,College degree,Man,White,42000.0,42000.0
25-34,Health care,129000,8000.0,USD,USA,Utah,Salt Lake City,11-20,5-7,"Professional degree (MD, JD, etc.)",Woman,White,137000.0,137000.0
35-44,Computing or Tech,101900,16000.0,USD,USA,Virginia,Arlington,11-20,5-7,College degree,Woman,White,117900.0,117900.0
45-54,Government and Public Administration,67000,0.0,USD,USA,Indiana,Indianapolis ,11-20,11-20,College degree,Woman,White,67000.0,67000.0
